,Kids,Online_Activity,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Income_less_than_30k,Income_from_30k_to_50k,Income_from_50k_to_75k,Income_above_75k,birth_older_than_1960,birth_from_1960_to_1975,birth_younger_than_1975
1013,1,0.25,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1014,0,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1015,1,0.5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1016,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1017,0,0.23529411764705882,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1018,1,0.5714285714285714,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1019,1,0.25,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1020,1,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1021,0,0.5714285714285714,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1022,0,0.3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1023,1,0.35294117647058826,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1024,1,0.35294117647058826,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1025,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1026,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1027,0,0.25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1028,0,0.25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1029,1,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1030,1,0.6923076923076923,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1031,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1032,1,0.5454545454545454,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1033,1,0.6428571428571429,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1034,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1035,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1036,1,0.42857142857142855,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1037,1,0.5833333333333334,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1038,1,0.42857142857142855,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1039,1,0.42857142857142855,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1040,1,0.6875,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1041,1,0.42857142857142855,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1042,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1043,0,0.29411764705882354,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1044,1,0.625,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1045,0,0.2727272727272727,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1046,0,0.2727272727272727,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1047,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1048,1,0.42105263157894735,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1049,1,0.25,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1050,1,0.6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1051,1,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1052,1,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1053,1,0.2727272727272727,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1054,0,0.45,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
1055,0,0.2727272727272727,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1056,0,0.3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1057,1,0.47058823529411764,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1058,0,0.35714285714285715,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1059,1,0.3157894736842105,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1060,0,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1061,0,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1062,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1063,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1064,1,0.375,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1065,0,0.25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1066,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1067,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1068,0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1069,0,0.3333333333333333,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1070,1,0.2857142857142857,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1071,1,0.4444444444444444,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1072,1,0.4375,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1073,1,0.2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1074,1,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1075,0,0.45454545454545453,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1076,1,0.42857142857142855,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1077,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1078,1,0.5333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1079,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1080,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1081,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1082,1,0.42857142857142855,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1083,1,0.42857142857142855,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1084,1,0.5555555555555556,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1085,0,0.4090909090909091,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1086,0,0.4090909090909091,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1087,1,0.5,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1088,1,0.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1089,1,0.6153846153846154,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1090,1,0.6153846153846154,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1091,0,0.2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1092,1,0.6,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1093,1,0.2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1094,1,0.26666666666666666,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1095,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1096,1,0.3333333333333333,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1097,1,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1098,1,0.42857142857142855,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1099,1,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1100,0,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1101,0,0.4166666666666667,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1102,1,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1103,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1104,1,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1105,0,0.4444444444444444,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1106,0,0.4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1107,0,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1108,1,0.3888888888888889,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1109,1,0.25,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1110,1,0.25,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1111,1,0.5454545454545454,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1112,1,0.375,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1113,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
1114,1,0.29411764705882354,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1115,0,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1116,1,0.4117647058823529,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1117,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1118,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1119,1,0.25,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1120,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1121,1,0.42857142857142855,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1122,1,0.5333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1123,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1124,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1125,1,0.35294117647058826,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1126,1,0.25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1127,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1128,1,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1129,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1130,1,0.2222222222222222,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1131,1,0.5555555555555556,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1132,1,0.4444444444444444,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1133,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1134,1,0.4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1135,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1136,1,0.42857142857142855,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1137,1,0.3333333333333333,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1138,1,0.4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1139,0,0.5714285714285714,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1140,1,0.4444444444444444,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1141,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1142,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1143,1,0.5384615384615384,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1144,1,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1145,1,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1146,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1147,1,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1148,1,0.6666666666666666,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1149,1,0.6666666666666666,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1150,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
1151,1,0.5555555555555556,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1152,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1153,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1154,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1155,1,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1156,1,0.3157894736842105,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1157,1,0.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1158,1,0.5454545454545454,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1159,0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1160,0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1161,1,0.47619047619047616,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1162,1,0.5625,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1163,0,0.5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1164,1,0.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1165,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1166,0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1167,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1168,0,0.2857142857142857,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1169,1,0.5625,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1170,1,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1171,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1172,1,0.5714285714285714,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1173,1,0.2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1174,1,0.2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1175,1,0.2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1176,1,0.3333333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1177,0,0.4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1178,0,0.25,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1179,1,0.5454545454545454,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1180,1,0.25,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1181,1,0.5,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1182,1,0.5,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1183,1,0.3333333333333333,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1184,1,0.46153846153846156,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1185,1,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1186,1,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1187,1,0.5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1188,1,0.25,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1189,0,0.6363636363636364,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1190,1,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1191,1,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1192,1,0.42857142857142855,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1193,1,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1194,1,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1195,1,0.5,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1196,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1197,1,0.4444444444444444,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1198,0,0.2857142857142857,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1199,0,0.4444444444444444,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
1200,1,0.5454545454545454,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1201,1,0.5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1202,0,0.35,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
1203,1,0.25,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1204,1,0.42857142857142855,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1205,1,0.6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1206,1,0.4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1207,1,0.5555555555555556,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1208,0,0.5833333333333334,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1209,0,0.5833333333333334,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1210,1,0.47058823529411764,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1211,1,0.6470588235294118,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1212,1,0.5555555555555556,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1213,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1214,0,0.36363636363636365,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1215,1,0.4444444444444444,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1216,1,0.3333333333333333,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1217,0,0.36363636363636365,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1218,0,0.36363636363636365,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
1219,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1220,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1221,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1222,1,0.25,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1223,1,0.25,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1224,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1225,1,0.5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1226,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1227,0,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1228,0,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1229,0,0.6923076923076923,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1230,1,0.25,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1231,1,0.42857142857142855,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1232,1,0.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1233,1,0.4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1234,0,0.2222222222222222,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1235,0,0.5,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1236,0,0.5,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1237,0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
1238,1,0.2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1239,1,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1240,0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1241,1,0.4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1242,1,0.5454545454545454,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1243,1,0.5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1244,0,0.4117647058823529,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1245,1,0.5,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1246,0,0.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1247,1,0.5714285714285714,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1248,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1249,1,0.38095238095238093,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1250,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1251,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1252,1,0.4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1253,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1254,1,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1255,1,0.3333333333333333,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1256,1,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1257,1,0.6923076923076923,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1258,0,0.1875,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
1259,1,0.5,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1260,1,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1261,1,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1262,1,0.47058823529411764,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1263,0,0.375,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1264,1,0.5555555555555556,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1265,1,0.5833333333333334,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1266,1,0.6153846153846154,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1267,1,0.6153846153846154,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1268,1,0.5714285714285714,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1269,0,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1270,0,0.5714285714285714,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1271,0,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1272,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1273,1,0.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1274,1,0.3076923076923077,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1275,0,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1276,1,0.3333333333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1277,1,0.5,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1278,0,0.3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1279,0,0.2857142857142857,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1280,0,0.2857142857142857,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1281,1,0.4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1282,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1283,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1284,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1285,1,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1286,1,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1287,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1288,1,0.5333333333333333,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1289,0,0.4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1290,0,0.4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1291,1,0.39693468715465546,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1292,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1293,0,0.4444444444444444,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1294,1,0.21428571428571427,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1295,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1296,0,0.4117647058823529,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1297,1,0.3333333333333333,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1298,0,0.29411764705882354,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1299,1,0.5789473684210527,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1300,1,0.4,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1301,1,0.5384615384615384,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1302,1,0.5384615384615384,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1303,0,0.45454545454545453,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
1304,1,0.42857142857142855,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1305,1,0.2777777777777778,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1306,1,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1307,0,0.5714285714285714,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1308,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1309,1,0.25,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1310,0,0.23529411764705882,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1311,1,0.25,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1312,1,0.4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1313,1,0.4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1314,1,0.2857142857142857,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1315,1,0.2857142857142857,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1316,0,0.26666666666666666,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1317,0,0.26666666666666666,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1318,0,0.26666666666666666,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1319,1,0.14285714285714285,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1320,0,0.4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1321,1,0.35294117647058826,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1322,1,0.38095238095238093,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1323,1,0.6875,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1324,1,0.6,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1325,1,0.42105263157894735,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1326,1,0.42857142857142855,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1327,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1328,1,0.2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
1329,0,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1330,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1331,1,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1332,1,0.5294117647058824,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1333,0,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
1334,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1335,0,0.3333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1336,1,0.16666666666666666,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1337,1,0.3333333333333333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1338,0,0.6153846153846154,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1339,0,0.36363636363636365,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1340,0,0.4166666666666667,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1341,0,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
