,Kids,Online_Activity,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Income_less_than_30k,Income_from_30k_to_50k,Income_from_50k_to_75k,Income_above_75k,birth_older_than_1960,birth_from_1960_to_1975,birth_younger_than_1975,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
778,1,0.3157894736842105,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1171,43,219,19,14,47
779,1,0.4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,371,159,194,58,106,141
780,1,0.25,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,23,0,8,6,2,18
781,0,0.5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,8,4,10,2,2,4
782,0,0.5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,8,4,10,2,2,4
783,1,0.4,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,801,0,80,0,0,35
784,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,20,4,10,6,4,17
785,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,23,2,11,3,1,4
786,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,48,0,2,0,0,5
787,1,0.2727272727272727,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,244,8,32,7,2,50
788,1,0.3333333333333333,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,562,58,168,43,16,142
789,1,0.3333333333333333,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,79,1,31,4,4,12
790,1,0.3333333333333333,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,79,1,31,4,4,12
791,1,0.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,10,11,19,3,15
792,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,4,3,7,0,3,11
793,1,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,8,7,9,13,6,12
794,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,707,20,171,65,60,50
795,1,0.4666666666666667,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,356,0,107,19,9,117
796,1,0.4666666666666667,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,356,0,107,19,9,117
797,1,0.3888888888888889,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,743,19,181,12,0,200
798,1,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,235,65,164,50,49,27
799,1,0.625,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,393,5,136,7,5,27
800,0,0.5833333333333334,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,721,111,925,97,18,18
801,1,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,28,9,37,12,7,13
802,1,0.3076923076923077,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,896,10,101,13,10,34
803,0,0.375,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,217,76,690,50,26,38
804,1,0.42857142857142855,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,48,13,57,24,15,25
805,0,0.2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,482,147,509,104,107,107
806,1,0.6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,167,2,89,0,0,34
807,0,0.35714285714285715,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,879,143,797,106,143,143
808,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,6,0,5,2,1,2
809,1,0.5384615384615384,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,367,4,51,6,4,95
810,0,0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,693,21,925,31,24,84
811,1,0.5882352941176471,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,691,7,61,10,0,46
812,1,0.42105263157894735,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,231,161,215,171,30,53
813,0,0.5555555555555556,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,816,66,549,216,66,99
814,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,19,1,17,2,0,2
815,1,0.25,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,24,0,8,0,0,1
816,0,0.2777777777777778,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,483,74,114,169,37,18
817,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,32,1,64,16,12,85
818,1,0.23076923076923078,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,595,71,153,120,112,41
819,0,0.5,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1181,26,120,17,13,39
820,0,0.16666666666666666,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,244,51,270,101,0,45
821,1,0.4,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,48,0,14,0,0,6
822,1,0.25,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4,9,12,11,2,8
823,1,0.29411764705882354,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,491,48,231,112,105,134
824,1,0.3333333333333333,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,4,2,5,2,0,0
825,1,0.4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,38,0,12,3,1,1
826,1,0.4166666666666667,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,254,6,71,4,0,27
827,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,755,144,562,104,64,224
828,1,0.4090909090909091,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,410,112,420,0,82,71
829,1,0.4090909090909091,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,410,112,420,0,82,71
830,0,0.25,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,21,1,9,7,3,5
831,0,0.3684210526315789,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,671,47,655,145,111,15
832,0,0.4090909090909091,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1009,181,104,202,21,207
833,0,0.23076923076923078,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,972,19,595,180,26,138
834,1,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,11,7,12,2,2,27
835,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,598,16,141,32,41,49
836,1,0.7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,139,13,78,20,13,36
837,0,0.42105263157894735,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,488,21,238,56,108,28
838,1,0.3333333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,15,0,8,4,2,20
839,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,15,0,8,4,2,20
840,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,15,0,8,4,2,20
841,1,0.3333333333333333,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,15,0,8,4,2,20
842,0,0.125,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,605,10,345,84,54,32
843,0,0.25,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,5,6,0,4
844,1,0.29411764705882354,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,702,17,151,0,8,35
845,1,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,5,12,4,8,7
846,1,0.5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,239,7,119,4,15,11
847,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,5,1,5,10,0,7
848,1,0.4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,6,7,11,5,3
849,1,0.375,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,183,2,64,7,2,12
850,1,0.4782608695652174,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,771,51,154,54,10,154
851,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,83,2,101,64,26,117
852,1,0.5454545454545454,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,170,6,97,24,12,88
853,1,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,39,1,9,2,0,8
854,1,0.25,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,33,0,5,0,0,0
855,0,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,450,133,951,173,0,216
856,1,0.4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,51,2,7,0,1,2
857,1,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,7,4,6
858,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,59,0,11,4,2,5
859,1,0.6,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1063,89,102,16,12,25
860,1,0.5789473684210527,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,789,0,133,0,28,152
861,1,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,63,10,83,7,19,19
862,1,0.2727272727272727,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,228,19,130,4,11,51
863,1,0.375,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,512,0,83,0,0,41
864,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,11,1,6,2,1,6
865,1,0.42857142857142855,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,275,59,107,69,101,59
866,0,0.4444444444444444,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,452,20,514,13,30,0
867,1,0.5714285714285714,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,7,17,18,6,10,26
868,1,0.5625,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,355,30,177,90,138,30
869,1,0.4444444444444444,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,512,53,98,81,179,89
870,1,0.3333333333333333,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,204,97,97,21,118,26
871,1,0.3333333333333333,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,6,0,5,0,0,1
872,1,0.45454545454545453,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,235,6,45,8,9,12
873,1,0.3333333333333333,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,33,6,40,3,7,10
874,1,0.5384615384615384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,239,3,141,0,7,23
875,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,11,0,5,0,0,1
876,0,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,5,6,15,11,7,13
877,1,0.5714285714285714,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,252,3,42,4,3,102
878,0,0.4117647058823529,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,556,54,845,202,133,63
879,0,0.4117647058823529,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,556,54,845,202,133,63
880,1,0.3333333333333333,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,27,0,10,0,0,4
881,0,0.25,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3,14,17,6,1,5
882,1,0.25,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,317,46,247,151,46,139
883,1,0.4,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,158,19,288,25,0,38
884,1,0.42857142857142855,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,897,23,207,15,11,92
885,0,0.5833333333333334,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,167,13,180,86,13,70
886,1,0.25,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,16,0,17,6,3,6
887,0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,48,58,68,16,66,43
888,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,6,4,1,9
889,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,3,6,4,1,9
890,1,0.4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,42,0,17,0,0,18
891,1,0.5,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,97,3,66,12,7,34
892,1,0.5714285714285714,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,24,1,16,12,2,5
893,1,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,9,1,5,2,1,4
894,1,0.42857142857142855,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,38,15,54,3,8,29
895,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,56,0,11,0,0,8
896,1,0.3333333333333333,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,21,2,28,3,2,9
897,1,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,7,15,13,9,15
898,1,0.5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,37,0,17,0,0,3
899,1,0.4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,187,5,65,26,20,14
900,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,229,7,137,4,0,91
901,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,380,0,47,6,0,34
902,1,0.29411764705882354,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,826,50,317,50,38,38
903,1,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,513,7,133,46,14,14
904,1,0.7,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,313,15,47,20,0,192
905,1,0.7,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,313,15,47,20,0,192
906,0,0.2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,760,40,480,0,40,26
907,1,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,18,0,6,3,3,5
908,1,0.25,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,29,0,8,2,0,6
909,1,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,8,3,19,3,3,8
910,1,0.4666666666666667,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,329,35,222,130,35,43
911,0,0.2727272727272727,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,703,102,601,0,58,43
912,0,0.375,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,571,12,523,63,60,24
913,0,0.4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,40,15,15,17,6,7
914,1,0.4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,28,0,11,0,0,9
915,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,5,1,8,0,0,1
916,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,5,1,8,0,0,1
917,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,6,2,15,6,6,3
918,1,0.45454545454545453,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1218,16,272,104,0,80
919,1,0.45454545454545453,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1218,16,272,104,0,80
920,0,0.3333333333333333,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,7,11,16,12,27
921,1,0.3333333333333333,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,9,0,5,0,0,7
922,1,0.42105263157894735,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,478,0,193,110,75,117
923,1,0.5454545454545454,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,110,5,137,26,23,29
924,0,0.5833333333333334,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1332,17,311,23,51,86
925,1,0.42857142857142855,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,84,3,61,2,1,21
926,1,0.3333333333333333,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,10,0,8,0,0,9
927,0,0.35714285714285715,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1032,105,779,137,105,51
928,1,0.3076923076923077,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,296,13,104,11,13,17
929,1,0.25,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,8,4,15,3,5,3
930,1,0.42857142857142855,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,8,26,46,38,9,49
931,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,674,62,134,0,26,8
932,1,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,10,11,12,9,20
933,0,0.46153846153846156,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,635,114,254,132,152,76
934,0,0.46153846153846156,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,635,114,254,132,152,76
935,1,0.4444444444444444,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,399,27,159,58,8,39
936,0,0.21428571428571427,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,294,142,218,164,58,151
937,0,0.21428571428571427,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,913,26,376,17,26,13
938,1,0.35294117647058826,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,224,155,155,192,93,54
939,1,0.25,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,7,4,23,7,0,11
940,1,0.6666666666666666,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,731,60,353,78,12,73
941,1,0.25,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,8,1,4,7,15
942,1,0.6363636363636364,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,281,7,84,15,0,119
943,1,0.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,19,0,35,6,4,17
944,1,0.6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,489,6,152,8,6,132
945,0,0.4444444444444444,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,86,2,73,69,38,48
946,1,0.3684210526315789,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,721,0,152,119,50,50
947,0,0.3157894736842105,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,551,137,792,179,103,33
948,1,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,6,5,5,8,0,5
949,0,0.4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,471,0,510,99,21,12
950,1,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,22,4,17,12,10,13
951,0,0.4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,519,71,860,93,27,53
952,1,0.42857142857142855,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,140,3,29,4,5,14
953,0,0.3888888888888889,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,176,29,818,0,33,112
954,1,0.5714285714285714,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,51,12,49,17,24,24
955,1,0.3333333333333333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,14,0,4,0,0,8
956,1,0.25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,31,0,6,0,1,8
957,1,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,421,5,90,0,16,10
958,1,0.2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,9,4,7,8,7
959,1,0.6470588235294118,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,534,5,47,0,5,41
960,0,0.375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,768,44,561,77,44,14
961,1,0.39693468715465546,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1725,1,1,1
962,0,0.6,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,652,48,350,94,84,108
963,1,0.5333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,235,0,235,19,4,191
964,0,0.3333333333333333,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,594,51,631,72,55,32
965,1,0.5333333333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,174,77,203,6,24,97
966,1,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,13,6,7,5,11
967,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,24,0,2,0,0,9
968,1,0.25,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,6,0,6,2,1,1
969,0,0.29411764705882354,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1142,29,249,38,29,14
970,1,0.5555555555555556,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,80,15,93,20,13,52
971,1,0.4,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,41,1,6,2,0,5
972,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,105,0,10,0,1,0
973,0,0.4166666666666667,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,724,74,929,97,55,130
974,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1181,107,199,39,30,30
975,1,0.35,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1181,107,199,39,30,30
976,1,0.3333333333333333,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,284,3,84,4,7,23
977,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,7,10,13,3,11,11
978,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,14,0,3,0,0,4
979,1,0.25,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,26,0,6,0,0,2
980,1,0.45454545454545453,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,604,26,470,123,161,94
981,1,0.25,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,16,2,18,2,1,5
982,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,65,4,16,0,4,11
983,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,65,4,16,0,4,11
984,1,0.6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,100,2,16,2,1,31
985,1,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,7,5,2,15,27
986,1,0.25,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,21,0,3,0,0,0
987,1,0.42857142857142855,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,26,1,16,2,2,15
988,0,0.29411764705882354,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,207,26,447,75,0,223
989,0,0.29411764705882354,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,207,26,447,75,0,223
990,1,0.5,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,513,14,154,19,0,28
991,0,0.38461538461538464,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,299,5,201,21,21,49
992,0,0.4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,525,147,112,219,147,63
993,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,155,1,25,0,1,3
994,0,0.4375,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,606,24,974,197,194,64
995,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,159,0,120,0,0,137
996,1,0.2857142857142857,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,676,161,426,210,44,58
997,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,7,0,8,2,0,1
998,0,0.2857142857142857,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,68,28,39,16,30,41
999,1,0.6,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,19,5,12,10,3,19
1000,1,0.4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,22,2,14,0,1,10
1001,1,0.4375,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,494,5,82,7,0,100
1002,0,0.3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,353,61,753,40,46,27
1003,1,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1253,0,447,23,71,35
1004,1,0.5555555555555556,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,50,15,110,39,15,15
1005,1,0.4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12,3,8,8,0,17
1006,1,0.5,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,443,10,75,0,10,48
1007,1,0.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,9,4,18,7,5,5
1008,1,0.4444444444444444,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,182,4,33,0,2,42
1009,0,0.42857142857142855,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,521,168,706,80,76,61
1010,0,0.25,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,395,15,263,60,54,38
1011,1,0.3333333333333333,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,10,1,18,10,4,7
1012,1,0.25,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,977,12,253,16,12,101
1013,1,0.25,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,977,12,253,16,12,101
1014,0,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,603,45,207,36,18,54
1015,1,0.5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,51,0,16,0,0,4
1016,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,5,3,9,6,2,6
1017,0,0.23529411764705882,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,967,0,617,43,50,0
1018,1,0.5714285714285714,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7,5,39,17,15,37
1019,1,0.25,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,18,0,4,0,0,1
1020,1,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,9,8,11,3,22
1021,0,0.5714285714285714,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,273,11,178,62,83,29
1022,0,0.3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,277,162,305,173,76,124
1023,1,0.35294117647058826,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,425,115,292,23,35,79
1024,1,0.35294117647058826,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,425,115,292,23,35,79
1025,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,35,4,17,7,6,64
1026,0,0.5,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1394,22,708,89,91,182
1027,0,0.25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,40,2,15,8,0,6
1028,0,0.25,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,40,2,15,8,0,6
1029,1,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,171,0,11,0,1,20
1030,1,0.6923076923076923,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,709,43,182,42,118,247
1031,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,554,41,215,11,0,24
1032,1,0.5454545454545454,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,191,9,97,0,6,82
1033,1,0.6428571428571429,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,230,14,156,82,24,58
1034,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,11,1,2,2,1,6
1035,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,11,1,2,2,1,6
1036,1,0.42857142857142855,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,131,0,16,2,1,39
1037,1,0.5833333333333334,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1073,0,250,153,14,14
